workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,meaning_type,form_type,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
95,condition1,12.894,,1,NPI,1.291,,,,0.73,The student was willing to make friends with anyone in her class,E,Eb,12.878,0.64,,NPI2,592.897,The student liked anyone in her class.,11,,
95,condition1,12.096,,2,subj_island,1.228,,,,0.69,The meal at the diner was gross,P,Pa,5.221,0.74,,subj4,619.964,What did a meal of disgust the diner?,12,,
95,condition1,4.949,,2,gram,1.929,,,,0.99,The cashier didn't see anyone in the store,,,42.254,0.99,,gram4,638.514,The cashier didn't see anyone at the store.,13,,
95,condition1,6.153,,2,LBC,1.299,,,,0.98,How many cookies were in the jar,A,Aa,8.249,0.99,,LBC1,687.653,How many did you see cookies in the jar?,14,,
95,condition1,7.773,,2,NPI,1.322,,,,0.75,The spy didnt see anything yesterday,D,Db,9.959,0.83,,NPI1,703.358,The spy saw anything yesterday.,15,,
95,condition1,17.946,,2,adj_island,8.998,,,,0.98,The fugitive ran away because the accomplice was caught,T,Ta,15.501,0.99,,adj4,722.416,What did the fugitive run away because her accomplice recognized?,16,,
95,condition1,9.328,,2,agreement,2.039,,,,0.93,The performance was bad and the performed was booed off the stage,B,Bl,16.442,0.99,,agr5,764.866,The performer were chased off stage by the public.,17,,
95,condition1,6.531,,2,CSC,2.637,,,,0.98,The boy purchased milk and other items,I,Ia,9.405,0.99,,CSC4,792.679,What did the boy purchase milk and?,18,,
95,condition1,5.764,,2,subcat,1.455,,,,0.84,The bride wanted this specific venue for her wedding,F,Fa,20.533,0.95,,sub4,811.257,The bride insisted for this venue for her wedding.,19,,
95,condition1,7.37,,2,head_dir,2.204,,,,0.99,The tourist visited her favorite restaurant.,A,Aa,16.466,0.98,,head4,839.014,The tourist her favorite restaurant visited.,20,,
95,condition1,5.886,,2,binding,3.761,,,,0.98,The man got the vibe the waitress didn't like him,A,Aa,16.488,0.98,,bind4,865.059,The gentleman accepted that the waitress disliked himself.,21,,
95,condition1,3.968,,2,ungram,1.817,,,,0.37,The commander told the spy what to do,,,11.236,0.7,,ungram3,891.199,Special commander does spy the initiated the what believe that ?,22,,
95,condition1,6.413,,3,head_dir,1.347,,,,0.98,The kitten drank all the milk,A,Aa,7.102,0.96,,head2,908.225,The kitten all of the milk drank.,23,,
95,condition1,28.536,,3,subj_island,1.629,,,,0.32,The collection impressed the curators,P,Pb,9.735,0.25,,subj1,923.093,What did a collection of impress the curators?,24,,
95,condition1,7.136,,3,adj_island,1.417,,,,0.99,The sculptor left because he was insulted,T,Ta,79.09,0.98,,adj2,962.997,What did the sculptor leave the room because the assistant insulted?,25,,
95,condition1,16.264,,3,subcat,1.66,,,,0.99,The committee agreed on the parks budget,A,Aa,39.559,0.97,,sub3,1050.647,The committee agreed for the budget for the park.,26,,
95,condition1,5.621,,3,binding,1.638,,,,1,The duchess heard that the king like her.,A,Aa,9.303,0.99,,bind2,1108.135,The duchess heard that the king liked herself.,27,,
95,condition1,3.048,,3,LBC,1.896,,,,0.99,How many dogs did you see at the park,A,Aa,8.768,0.98,,LBC4,1124.702,How many did they see dogs at the park?,28,,
95,condition1,4.432,,3,CSC,2.4,,,,0.98,The captain brought a map and another item,I,Ia,15.304,0.98,,CSC3,1138.42,What did the captain bring a map and?,29,,
95,condition1,2.573,,3,gram,1.142,,,,0.98,The artists listens to music everyday,,,11.431,0.95,,gram5,1160.561,The artist listens to music at work every day.,30,,
95,condition1,2.497,,3,agreement,1.267,,,,0.98,The child was scared by the movie,B,Bb,70.763,0.99,,agr4,1175.711,The child were scared by the movie.,31,,
95,condition1,18.731,,3,NPI,2.912,,,,0.91,The detective accused people,B,Bd,21.078,0.99,,NPI4,1250.243,The detective accused anyone during his investigation.,32,,
95,condition1,38.13,,3,ungram,1.189,,,,0.07,The mechanic did something,,,13.125,0.31,,ungram1,1292.969,Mechanic the that can power biofuel the does believe what ?,33,,
95,condition1,2.609,,4,head_dir,1.196,,,,0.97,The child at the cake,A,Aa,4.356,0.98,,head1,1345.417,The child surely the chocolate cake ate.,34,,
95,condition1,6.432,,4,agreement,1.473,,,,0.98,The diner quickly ate the burger,B,Bd,16.023,0.98,,agr3,1353.582,The burger were devoured quickly by the diner.,35,,
95,condition1,4.323,,4,binding,1.117,,,,0.58,The bride thinks the groom saw her,A,Aa,14.697,0.61,,bind1,1377.515,The bride thinks that the groom saw herself.,36,,
95,condition1,8.265,,4,NPI,1.189,,,,0.24,The patient did something on the hospital bed,B,Ba,9.228,0.31,,NPI5,1397.657,The patient did anything on the hospital bed.,37,,
95,condition1,11.795,,4,LBC,1.158,,,,0.98,How many books fit in your locker,A,Aa,7.735,0.96,,LBC5,1416.344,How many did you fit in your locker books?,38,,
95,condition1,5.228,,4,gram,1.613,,,,0.98,The report mentioned the guys name,,,7.491,0.99,,gram2,1437.037,The report on the court case mentioned the defendant's name.,39,,
95,condition1,7.057,,4,CSC,1.637,,,,0.94,Which artist does the women like besides the beatles,A,Ae,19.136,0.99,,CSC5,1451.374,Who does the woman listen to the Beatles and?,40,,
95,condition1,9.425,,4,adj_island,1.503,,,,0.23,The waiter praised the housewife,U,Ua,8.065,0.22,,adj5,1479.208,What did the waiter set the table because the housewife praised?,41,,
95,condition1,4.511,,4,subj_island,1.479,,,,0.92,Art,Z5,Z5,16.611,0.89,,subj2,1498.205,What did a painting of get stolen?,42,,
95,condition1,5.21,,4,ungram,1.189,,,,0.3,The lead pianist thought he was good at piano,,,41.479,0.26,,ungram5,1520.812,Lead pianist to what claim the does believe that can practice ?,43,,
95,condition1,3.686,,4,subcat,1.306,,,,0.96,The police used his instincts to catch the thief,A,Aa,19.898,0.98,,sub1,1568.695,The policeman relied for his instincts to catch the thief.,44,,
95,condition1,4.677,,5,LBC,2.74,,,,0.98,How many books did you read this year,A,Aa,8.896,0.98,,LBC3,1593.59,How many do you read books in a year?,45,,
95,condition1,4.261,,5,NPI,0.865,,,,0.75,The teacher wrote something on the whiteboard,B,Ba,10.068,0.73,,NPI3,1609.908,The teacher wrote anything on the whiteboard.,46,,
95,condition1,4.849,,5,binding,1.982,,,,0.85,The butler claimed the wife reprimanded him,A,Aa,9.536,0.92,,bind3,1625.108,The butler claimed that the widow reprimanded himself.,47,,
95,condition1,11.239,,5,subj_island,1.795,,,,0.85,The exhibit angered them,P,Pb,6.651,0.89,,subj5,1641.479,What did an exhibit of anger the citizens?,48,,
95,condition1,3.827,,5,subcat,2.188,,,,0.99,The group decided where to go to dinner,A,Aa,44.196,0.99,,sub2,1661.169,The group decided for a restaurant for dinner.,49,,
95,condition1,4.15,,5,ungram,1.795,,,,0.95,They believed he was killed with poison,,,10.925,0.96,,ungram4,1711.383,Believe the does killed claim that who detective the poison ?,50,,
95,condition1,4.511,,5,gram,1.984,,,,0.99,The patient,,,34.576,0.94,,gram1,1728.257,The patient knew that the receptionist disliked him.,51,,
95,condition1,4.572,,5,CSC,2.22,,,,0.84,They harvest corn,J,,11.282,0.96,,CSC1,1769.333,What did the farmer harvest corn and?,52,,
95,condition1,10.084,,5,adj_island,1.323,,,,0.97,The chef did housework because the maid was injured,T,Ta,24.104,0.97,,adj3,1787.412,What did the chef do housework because the maid injured?,53,,
95,condition1,2.953,,5,agreement,1.394,,,,0.97,The student was reprimanded by his parents,B,Bb,13.682,0.98,,agr2,1822.928,The student were reprimanded by the parents.,54,,
95,condition1,3.166,,5,head_dir,2.809,,,,0.99,The citizens voted on a new bill,A,Aa,7.589,0.93,,head5,1840.961,The citizens the new bill voted on.,55,,
150,condition1,8.285,0.65,practice,practice_good,6.425,,practice_good,,0.99,,,,61.483,,,,9.259,,0,0,
150,condition1,9.639,,practice,,7.636,,practice_mid,practice_mid,0.73,,,,22.154,,0.44,,85.46,,0,0,
150,condition1,11.803,,practice,,7.106,,practice_bad,practice_bad,0.16,,,,36.989,,0.02,,124.9,,0,0,
150,condition1,9.47,,1,agreement,3.323,,,,0.99,The teachers reprimanded the students,A,Ab,33.337,0.69,,agr2,187.669,The student were reprimanded by the parents.,1,,
150,condition1,8.525,,1,ungram,5.095,,,,0,Does the special commander spy believe what hesaw?,,,20.937,0.03,,ungram3,233.806,Special commander does spy the initiated the what believe that ?,2,,
150,condition1,6.595,,1,head_dir,3.419,,,,0.97,The citizens voted on the new bill. -,A,Aa,16.415,0.64,,head5,268.369,The citizens the new bill voted on.,3,,
150,condition1,10.316,,1,CSC,3.657,,,,0.01,Does the woman listen to the Beatles?,B,Ba,17.166,0.02,,CSC5,294.804,Who does the woman listen to the Beatles and?,4,,
150,condition1,10.465,,1,adj_island,1.748,,,,0.47,"What, did the fugitive runaway because they were recognized by the accomplice?",E,Ee,45.34,0.17,,adj4,325.95,What did the fugitive run away because her accomplice recognized?,5,,
150,condition1,3.151,,1,gram,3.684,,,,0.96,The patient knew that he was disliked,,,81.801,0.97,,gram1,383.509,The patient knew that the receptionist disliked him.,6,,
150,condition1,6.077,,1,NPI,2.116,,,,0.99,The girl liked everyone in her class,A,Aa,34.655,0.7,,NPI2,472.155,The student liked anyone in her class.,7,,
150,condition1,53.551,,1,binding,11.737,,,,0.99,The duchess heard that king liked her -,A,Aa,23.72,0.74,,bind2,515.007,The duchess heard that the king liked herself.,8,,
150,condition1,4.037,,1,LBC,2.286,,,,0.98,How many pills do you take in a day,A,Aa,14.083,0.14,,LBC2,604.021,How many do you take pills in a day?,9,,
150,condition1,10.745,,1,subj_island,5.696,,,,0.01,What gift pleased the recipient.,B,Bc,20.329,0.05,,subj3,624.432,What did a gift of please the recipient?,10,,
150,condition1,5.895,,1,subcat,1.729,,,,0.98,The family compromised on where to go or vacation,A,Aa,64.146,0.83,,sub5,661.211,The family compromised for where to go for vacation.,11,,
150,condition1,9.876,,2,ungram,11.904,,,,0.09,Does the mechanic believe that biofuel can power that?,,,50.671,0.01,,ungram1,732.998,Mechanic the that can power biofuel the does believe what ?,12,,
150,condition1,7.913,,2,NPI,1.684,,,,0.99,The patient would do anything on the bed,E,Ea,48.173,0.97,,NPI5,805.474,The patient did anything on the hospital bed.,13,,
150,condition1,6.715,,2,head_dir,1.323,,,,0.99,The kitten drank all of the milk,A,Aa,9.376,0.29,,head2,863.262,The kitten all of the milk drank.,14,,
150,condition1,7.902,,2,adj_island,2.086,,,,0.97,What? Did the water set the table because the housewife praised?.,E,Ef,22.177,0.62,,adj5,880.684,What did the waiter set the table because the housewife praised?,15,,
150,condition1,3.805,,2,LBC,1.925,,,,0.98,How many cookies did you see in the jar?,A,Aa,14.624,0.32,,LBC1,912.865,How many did you see cookies in the jar?,16,,
150,condition1,5.256,,2,subcat,2.124,,,,0.98,The bride insisted on this venue for her wedding,A,Aa,11.415,0.54,,sub4,933.223,The bride insisted for this venue for her wedding.,17,,
150,condition1,5.661,,2,agreement,3.957,,,,0.95,The burgers were devoured quickly by the customers at the diner,A,Aa,14.334,0.37,,agr3,952.024,The burger were devoured quickly by the diner.,18,,
150,condition1,6.059,,2,binding,2.468,,,,1,The gentlemen accepted that the waitress disliked him,A,Aa,10.338,0.7,,bind4,975.982,The gentleman accepted that the waitress disliked himself.,19,,
150,condition1,6.815,,2,CSC,1.536,,,,0.98,Who does the critic dislike?,H,Ha,12.647,0.55,,CSC2,994.855,Who does the critic dislike the actor and?,20,,
150,condition1,6.527,,2,subj_island,2.548,,,,0.01,I cannot understand,Z6,Z6,6.211,0.02,,subj1,1015.86,What did a collection of impress the curators?,21,,
150,condition1,3.895,,2,gram,1.927,,,,0.98,The cashier saw nobody at the store,,,14.852,0.96,,gram4,1031.151,The cashier didn't see anyone at the store.,22,,
150,condition1,56.94,,3,NPI,2.47,,,,1,Everyone was accused by the detective duing his investigation,A,Aa,20.562,0.96,,NPI4,1051.829,The detective accused anyone during his investigation.,23,,
150,condition1,8.353,,3,ungram,16.74,,,,0.2,Does the detective believe the claim that the poison killed them,,,30.039,0,,ungram4,1131.815,Believe the does killed claim that who detective the poison ?,24,,
150,condition1,4.003,,3,CSC,8.421,,,,0.53,What was brought?,H,Ha,12.866,0.18,,CSC3,1186.955,What did the captain bring a map and?,25,,
150,condition1,49.714,,3,gram,4.24,,,,1,A brother and sister have disagreeing views on an actor; the brother lies them but the sister hates them. Which actor was it?,,,33.966,1,,gram3,1212.262,Which actor does the brother like and the sister hate?,26,,
150,condition1,21.723,,3,adj_island,3.768,,,,0.91,Did the chef do the cleaning because the housemai was injured?,C,Cb,16.493,0.27,,adj3,1300.199,What did the chef do housework because the maid injured?,27,,
150,condition1,4.211,,3,head_dir,1.276,,,,0.99,The tourist visited we favorite restaurant,A,Aa,12.991,0.19,,head4,1342.198,The tourist her favorite restaurant visited.,28,,
150,condition1,10.115,,3,subj_island,9.676,,,,0,What causes the citizens to exhibit anger,Q,Qa,7.799,0.13,,subj5,1360.687,What did an exhibit of anger the citizens?,29,,
150,condition1,11.282,,3,binding,1.6,,,,0.96,The butler had claimed that the widow reprimanded herself,B,Ba,15.293,0.94,,bind3,1388.287,The butler claimed that the widow reprimanded himself.,30,,
150,condition1,14.213,,3,agreement,2.798,,,,0.95,The movie scared the children,A,Ab,14.547,0.47,,agr4,1416.468,The child were scared by the movie.,31,,
150,condition1,9.439,,3,subcat,1.933,,,,0.99,The policeman relied on his instincts to catch the thief,A,Aa,31.901,0.67,,sub1,1448.032,The policeman relied for his instincts to catch the thief.,32,,
150,condition1,7.409,,3,LBC,1.645,,,,0.87,How many books did you fit in your locker,A,Aa,13.988,0.25,,LBC5,1491.319,How many did you fit in your locker books?,33,,
150,condition1,3.634,,4,subcat,1.021,,,,1,The group decided on a restaurant for dinner,A,Aa,18.811,0.73,,sub2,1514.37,The group decided for a restaurant for dinner.,34,,
150,condition1,5.951,,4,ungram,1.109,,,,0.03,1 do not understand,,,23.479,0.05,,ungram2,1537.845,Do activists bribed claim officials the that the who ?,35,,
150,condition1,5.325,,4,adj_island,2.19,,,,0.93,Did the student attend the lecture because the professor recommended?,B,Ba,46.903,0.67,,adj1,1568.406,What did the student attend lecture because a professor recommended?,36,,
150,condition1,3.015,,4,NPI,1.867,,,,1,The teacher would write anything on the whiteboard,E,Ea,26.349,0.99,,NPI3,1622.836,The teacher wrote anything on the whiteboard.,37,,
150,condition1,7.312,,4,binding,2.246,,,,0.85,The mailman saw the actress greet him,A,Aa,17.428,0.77,,bind5,1654.08,The mailman saw that the actress greeted himself.,38,,
150,condition1,4.711,,4,agreement,1.542,,,,0.92,The clown was invited to the party by the host,B,Bb,62.547,0.74,,agr1,1681.083,The clown were invited to the party by the host.,39,,
150,condition1,5.49,,4,CSC,1.422,,,,0.99,What else besides milkdid the boy purchase,A,Ad,20.935,0.54,,CSC4,1749.891,What did the boy purchase milk and?,40,,
150,condition1,3.542,,4,gram,2.124,,,,0.95,"Every day at work,the artist listens to music.",,,22.7,0.98,,gram5,1777.747,The artist listens to music at work every day.,41,,
150,condition1,3.589,,4,LBC,2.433,,,,0.96,"In a year, how many books do you read?",A,Af,16.498,0.46,,LBC3,1806.122,How many do you read books in a year?,42,,
150,condition1,7.281,,4,subj_island,2.964,,,,0.51,What meal disgusted the diner?,B,Bc,14.916,0.21,,subj4,1828.657,What did a meal of disgust the diner?,43,,
150,condition1,3.148,,4,head_dir,2.622,,,,0.52,The boy plays video games every day.,A,Aa,16.064,0.24,,head3,1853.826,The boy video games plays every day.,44,,
150,condition1,3.871,,5,gram,7.807,,,,1,The defendants name was mentioned in the courts report..,,,25.939,0.97,,gram2,1875.667,The report on the court case mentioned the defendant's name.,45,,
150,condition1,8.714,,5,LBC,1.134,,,,0.98,How many dogs did they see at the park?,A,Aa,19.547,0.16,,LBC4,1913.295,How many did they see dogs at the park?,46,,
150,condition1,4.562,,5,ungram,3.225,,,,0.02,1 don't understand.,,,8.702,0.02,,ungram5,1942.697,Lead pianist to what claim the does believe that can practice ?,47,,
150,condition1,5.987,,5,subj_island,3.215,,,,0.53,What was the painting that got stolen?,B,Ba,19.242,0.8,,subj2,1959.192,What did a painting of get stolen?,48,,
150,condition1,5.343,,5,agreement,2.278,,,,0.66,The public chased the performer off the stage.,B,Bb,24.806,0.47,,agr5,1987.643,The performer were chased off stage by the public.,49,,
150,condition1,4.319,,5,binding,1.72,,,,0.99,The bride thinks the groom saw her,A,Aa,20.677,0.61,,bind1,2020.083,The bride thinks that the groom saw herself.,50,,
150,condition1,9.145,,5,adj_island,5.28,,,,0.32,Did the sculptor leave the room because the assistant insulted him?,B,Ba,40.886,0.4,,adj2,2046.808,What did the sculptor leave the room because the assistant insulted?,51,,
150,condition1,3.362,,5,subcat,3.924,,,,0.99,The committee agreed on the park's budget.,A,Aa,18.528,0.83,,sub3,2102.13,The committee agreed for the budget for the park.,52,,
150,condition1,3.043,,5,NPI,2.601,,,,0.54,"Yesterday, the spy saw everything.",A,Af,15.398,0.23,,NPI1,2127.95,The spy saw anything yesterday.,53,,
150,condition1,5.736,,5,head_dir,2.475,,,,0.61,The child ate the chocolate cake.,A,Aa,14.325,0.28,,head1,2148.999,The child surely the chocolate cake ate.,54,,
150,condition1,5.799,,5,CSC,1.689,,,,0.64,"Besides corn, what did the farmer harvest?",A,Ab,31.386,0.45,,CSC1,2171.541,What did the farmer harvest corn and?,55,,
108,condition1,5.48,0.89,practice,practice_good,6.072,,practice_good,,0.9,,,,37.671,,,,24.161,,0,0,
108,condition1,7.54,,practice,,4.337,,practice_mid,practice_mid,0.85,,,,7.925,,0.87,,73.389,,0,0,
108,condition1,10.924,,practice,,39.928,,practice_bad,practice_bad,0.1,,,,11.539,,0.11,,93.196,,0,0,
108,condition1,7.129,,1,LBC,4.468,,,,0.36,How many books did you fit in your locker?,A,Aa,12.684,0.58,,LBC5,165.412,How many did you fit in your locker books?,1,,
108,condition1,6.013,,1,gram,3.28,,,,0.86,Why actor does the brother like and the sister hate?,,,8.295,0.88,,gram3,189.701,Which actor does the brother like and the sister hate?,2,,
108,condition1,3.645,,1,agreement,2.621,,,,0.88,The student was reprimanded by his parents.,B,Bb,14.285,0.85,,agr2,207.293,The student were reprimanded by the parents.,3,,
108,condition1,8.476,,1,NPI,2.541,,,,0.63,The patient didn't do anything on the hospital bed,D,Db,8.791,0.28,,NPI5,227.848,The patient did anything on the hospital bed.,4,,
108,condition1,3.923,,1,subcat,190.056,,,,0.75,The bride insisted on this venue for her wedding,A,Aa,9.95,0.69,,sub4,247.661,The bride insisted for this venue for her wedding.,5,,
108,condition1,20.249,,1,adj_island,44.024,,,,0.2,Why did the fugitive run away from the accomplice?,M,Mc,19.952,0.22,,adj4,451.594,What did the fugitive run away because her accomplice recognized?,6,,
108,condition1,5.456,,1,binding,3.103,,,,0.63,The mailman saw that the actress greeted him.,A,Aa,9.219,0.31,,bind5,535.823,The mailman saw that the actress greeted himself.,7,,
108,condition1,7.939,,1,CSC,2.752,,,,0.81,What did the farmer harvest? Corn and?,A,Al,14.226,0.69,,CSC1,553.607,What did the farmer harvest corn and?,8,,
108,condition1,14.27,,1,ungram,20.006,,,,0.18,Does the spy believe the special commander?,,,7.357,0.24,,ungram3,578.527,Special commander does spy the initiated the what believe that ?,9,,
108,condition1,4.798,,1,head_dir,1.171,,,,0.66,The kitten drank all of the milk,A,Aa,6.846,0.21,,head2,620.164,The kitten all of the milk drank.,10,,
108,condition1,4.615,,1,subj_island,9.422,,,,0.56,What gift did please the recipient?,B,Bc,6.893,0.24,,subj3,632.983,What did a gift of please the recipient?,11,,
108,condition1,3.756,,2,LBC,1.852,,,,0.64,how many dogs did they see at the park?,A,Aa,10.153,0.28,,LBC4,653.917,How many did they see dogs at the park?,12,,
108,condition1,3.667,,2,NPI,1.78,,,,0.7,the spy didn't see anything yesterday,D,Db,5.013,0.23,,NPI1,669.683,The spy saw anything yesterday.,13,,
108,condition1,9.573,,2,subj_island,1.33,,,,0.74,what collection impressed the curators,B,Bc,5.657,0.2,,subj1,680.147,What did a collection of impress the curators?,14,,
108,condition1,9.154,,2,adj_island,1.549,,,,0.69,did the student attend lecture because a professor recommended,B,Ba,8.632,0.21,,adj1,696.711,What did the student attend lecture because a professor recommended?,15,,
108,condition1,3.645,,2,gram,1.725,,,,0.78,the patient knew the recepetionist disliked him,,,6.634,0.7,,gram1,716.05,The patient knew that the receptionist disliked him.,16,,
108,condition1,4.068,,2,subcat,1.715,,,,0.69,the group decided on a restaraunt for dinner,A,Aa,8.135,0.43,,sub2,728.059,The group decided for a restaurant for dinner.,17,,
108,condition1,4.743,,2,CSC,1.917,,,,0.73,what does the critic dislike? the actor and?,A,Al,6.894,0.68,,CSC2,741.981,Who does the critic dislike the actor and?,18,,
108,condition1,20.095,,2,ungram,1.281,,,,0.59,who believes the claim that the poison killed the detective,,,10.106,0.19,,ungram4,755.539,Believe the does killed claim that who detective the poison ?,19,,
108,condition1,4.175,,2,agreement,2.221,,,,0.63,the perfromer was chased off stage by the public,B,Bb,6.503,0.33,,agr5,787.025,The performer were chased off stage by the public.,20,,
108,condition1,3.532,,2,binding,2.045,,,,0.7,the gentlemen accepted that the waitress didn't like him,A,Aa,8.535,0.67,,bind4,799.928,The gentleman accepted that the waitress disliked himself.,21,,
108,condition1,11.453,,2,head_dir,1.235,,,,0.65,the citizens voted on a new bill,A,Aa,6.8,0.28,,head5,814.044,The citizens the new bill voted on.,22,,
108,condition1,4.422,,3,agreement,1.588,,,,0.64,the clown was invited to the party by a host,B,Bb,5.864,0.36,,agr1,833.536,The clown were invited to the party by the host.,23,,
108,condition1,4.366,,3,subcat,1.822,,,,0.59,the policeman relied on his instincts to catch the thief,A,Aa,10.573,0.45,,sub1,845.415,The policeman relied for his instincts to catch the thief.,24,,
108,condition1,4.622,,3,head_dir,1.059,,,,0.66,the child surely ate the chocolate cake,A,Aa,5.568,0.34,,head1,862.18,The child surely the chocolate cake ate.,25,,
108,condition1,4.294,,3,gram,12.189,,,,0.53,the court case mentioned the defendent's name,,,9.189,0.47,,gram2,873.433,The report on the court case mentioned the defendant's name.,26,,
108,condition1,10.949,,3,ungram,1.247,,,,0.5,does the mechanic believe that biofuel can be used as power?,,,9.018,0.29,,ungram1,899.109,Mechanic the that can power biofuel the does believe what ?,27,,
108,condition1,9.443,,3,adj_island,2.413,,,,0.63,did the chef do housework because the maid was injured,C,Cb,7.886,0.32,,adj3,920.328,What did the chef do housework because the maid injured?,28,,
108,condition1,14.355,,3,subj_island,7.693,,,,0.3,what meal is disgusting at the diner,B,Bl,8.114,0.15,,subj4,940.074,What did a meal of disgust the diner?,29,,
108,condition1,2.658,,3,LBC,1.275,,,,0.67,how many cookies did you see in the jar?,A,Aa,6.573,0.49,,LBC1,970.24,How many did you see cookies in the jar?,30,,
108,condition1,13.151,,3,binding,0.924,,,,0.56,the bride thinks that the groom saw her,A,Aa,6.985,0.29,,bind1,980.75,The bride thinks that the groom saw herself.,31,,
108,condition1,4.305,,3,NPI,2.447,,,,0.62,the detective didn't accuse anyone during the investigation,D,Db,8.944,0.34,,NPI4,1001.812,The detective accused anyone during his investigation.,32,,
108,condition1,3.227,,3,CSC,1.067,,,,0.59,who does the woman listen to? the beattles and?,A,Al,7.197,0.47,,CSC5,1017.512,Who does the woman listen to the Beatles and?,33,,
108,condition1,7.693,,4,agreement,1.147,,,,0.59,the burger was devoured by people at the diner,B,Bb,6.762,0.38,,agr3,1029.007,The burger were devoured quickly by the diner.,34,,
108,condition1,3.514,,4,subcat,1.813,,,,0.7,the committee agreed on the budget for the park,A,Aa,6.381,0.71,,sub3,1044.613,The committee agreed for the budget for the park.,35,,
108,condition1,8.835,,4,ungram,1.555,,,,0.22,the lead pianist believes he can practice,,,7.94,0.18,,ungram5,1056.325,Lead pianist to what claim the does believe that can practice ?,36,,
108,condition1,3.019,,4,gram,1.933,,,,0.77,the cashier didn't see anyone at the store,,,6.257,0.83,,gram4,1074.658,The cashier didn't see anyone at the store.,37,,
108,condition1,4.528,,4,CSC,1.209,,,,0.66,what did the captain bring? a map and?,A,Al,9.27,0.49,,CSC3,1085.871,What did the captain bring a map and?,38,,
108,condition1,3.098,,4,LBC,1.491,,,,0.76,how many pills do you take a day,A,Aa,4.782,0.21,,LBC2,1100.883,How many do you take pills in a day?,39,,
108,condition1,3.038,,4,head_dir,1.485,,,,0.68,the boy plays video games everyday,A,Aa,5.182,0.28,,head3,1110.255,The boy video games plays every day.,40,,
108,condition1,4.663,,4,NPI,1.139,,,,0.81,the student liked everyone in her class,A,Aa,5.838,0.32,,NPI2,1119.964,The student liked anyone in her class.,41,,
108,condition1,6.13,,4,binding,1.292,,,,0.73,the butler claimed that the widow reprimanded him,A,Aa,7.729,0.2,,bind3,1131.608,The butler claimed that the widow reprimanded himself.,42,,
108,condition1,8.588,,4,adj_island,2.293,,,,0.73,why did the sculptur leave the room? because the assistant was insulted?,M,Ma,11.403,0.44,,adj2,1146.763,What did the sculptor leave the room because the assistant insulted?,43,,
108,condition1,5.427,,4,subj_island,1.146,,,,0.67,what exhibit angered the citizens?,B,Bc,6.317,0.2,,subj5,1169.052,What did an exhibit of anger the citizens?,44,,
108,condition1,3.114,,5,NPI,3.456,,,,0.76,the teacher wrote eveyrthing on the white board,A,Aa,6.02,0.26,,NPI3,1181.946,The teacher wrote anything on the whiteboard.,45,,
108,condition1,22.596,,5,adj_island,1.509,,,,0.67,did the waiter praise the way the housewife set the table,V,Va,9.2,0.16,,adj5,1194.54,What did the waiter set the table because the housewife praised?,46,,
108,condition1,4.999,,5,binding,1.396,,,,0.71,the duchess heard that the king killed her,A,Aa,8.158,0.27,,bind2,1227.849,The duchess heard that the king liked herself.,47,,
108,condition1,3.394,,5,agreement,1.355,,,,0.65,the children were scared by the movie,A,Aa,6.625,0.36,,agr4,1242.407,The child were scared by the movie.,48,,
108,condition1,117.48,,5,ungram,3.666,,,,0.25,do activists bribe officials?,,,5.607,0.3,,ungram2,1253.786,Do activists bribed claim officials the that the who ?,49,,
108,condition1,4.181,,5,LBC,1.236,,,,0.75,how many books do you read in a year,A,Aa,4.73,0.49,,LBC3,1380.543,How many do you read books in a year?,50,,
108,condition1,9.984,,5,gram,1.051,,,,0.68,the artist listens to music at work everyday,,,7.119,0.61,,gram5,1390.696,The artist listens to music at work every day.,51,,
108,condition1,5.819,,5,head_dir,1.027,,,,0.68,the tourist visited her favorite restaurant,A,Aa,7.37,0.26,,head4,1408.855,The tourist her favorite restaurant visited.,52,,
108,condition1,5.566,,5,subcat,2.092,,,,0.75,the family compromised on where to go for vacation,A,Aa,9.91,0.47,,sub5,1423.075,The family compromised for where to go for vacation.,53,,
108,condition1,3.596,,5,CSC,1.571,,,,0.71,what did the boy pruchase? milk and?,A,Al,9.327,0.42,,CSC4,1440.647,What did the boy purchase milk and?,54,,
108,condition1,11.466,,5,subj_island,1.188,,,,0.76,what painting got stolen?,B,Bc,4.875,0.23,,subj2,1455.146,What did a painting of get stolen?,55,,
23,condition1,5.788,0.99,practice,practice_good,5.39,,practice_good,,0.99,,,,13.401,,,,57.233,,0,0,
23,condition1,6.528,,practice,,4.914,,practice_mid,practice_mid,0,,,,9.064,,0.01,,81.816,,0,0,
23,condition1,8.735,,practice,,3.874,,practice_bad,practice_bad,0,,,,15.518,,0.01,,102.327,,0,0,
23,condition1,6.317,,1,NPI,4.732,,,,0,The spy was able to see anything that morning,E,Ef,10.855,0,,NPI1,145.945,The spy saw anything yesterday.,1,,
23,condition1,6.272,,1,adj_island,4.792,,,,0,The fugitive was recognized so they ran away,W,Wa,9.267,0.01,,adj4,167.856,What did the fugitive run away because her accomplice recognized?,2,,
23,condition1,5.803,,1,ungram,4.054,,,,0.01,The lead pianist believed they could practice,,,9.697,0.01,,ungram5,188.191,Lead pianist to what claim the does believe that can practice ?,3,,
