workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
40,condition1,6.678,,2,NPI,4.001,,,,0.91,The student liked everyone in her class,6.682,0.86,,NPI2,803.168,The student liked anyone in her class.,20,,
40,condition1,22.378,,2,CSC,2.651,,,,0.89,The woman listens to the Beatles and what other artist?,15.233,0.89,,CSC5,820.534,Who does the woman listen to the Beatles and?,21,,
40,condition1,6.112,,2,gram,2.169,,,,0.92,The patient knew that the receptionist disliked him,14.148,0.98,,gram1,860.801,The patient knew that the receptionist disliked him.,22,,
40,condition1,4.946,,3,LBC,1.802,,,,0.92,How many cookies did you see in the jar?,6.715,0.66,,LBC1,883.234,How many did you see cookies in the jar?,23,,
40,condition1,13.029,,3,adj_island,3.567,,,,0.61,Did the chef do housework because the maid was injured?,9.982,0.71,,adj3,896.701,What did the chef do housework because the maid injured?,24,,
40,condition1,6.513,,3,subcat,1.768,,,,0.9,The committee agreed on the budget for the park,8.432,0.95,,sub3,923.283,The committee agreed for the budget for the park.,25,,
40,condition1,6.78,,3,NPI,2.333,,,,0.81,The detective accused everyone,11.2,0.78,,NPI4,940,The detective accused anyone during his investigation.,26,,
40,condition1,10.295,,3,binding,3.165,,,,0.91,The dutchess heard that the kind liked her,10.535,0.73,,bind2,960.318,The duchess heard that the king liked herself.,27,,
40,condition1,14.028,,3,agreement,5.816,,,,0.51,The student was repremanded by the parents,10.1,0.61,,agr2,984.319,The student were reprimanded by the parents.,28,,
40,condition1,4.627,,3,CSC,2.635,,,,0.91,What else besides milk did the boy purchase,8.983,0.86,,CSC4,1014.268,What did the boy purchase milk and?,29,,
40,condition1,27.06,,3,ungram,1.8,,,,0.18,What did the special commander think the spy did?,14.05,0.3,,ungram3,1030.519,Special commander does spy the initiated the what believe that ?,30,,
40,condition1,4.112,,3,gram,2.617,,,,0.93,The cashier didn't see anyone at the store,10.316,0.94,,gram4,1073.434,The cashier didn't see anyone at the store.,31,,
40,condition1,6.296,,3,head_dir,1.201,,,,0.95,The citizens voted on the new bill,9.399,0.62,,head5,1090.484,The citizens the new bill voted on.,32,,
40,condition1,10.194,,3,subj_island,1.401,,,,0.75,What painting got stolen?,8.866,0.66,,subj2,1107.385,What did a painting of get stolen?,33,,
40,condition1,8.945,,4,NPI,1.717,,,,0.75,The patient did everything on the hospital bed,15.649,0.57,,NPI5,1127.852,The patient did anything on the hospital bed.,34,,
40,condition1,6.379,,4,head_dir,4.216,,,,0.91,The tourist visited her favorite __,10.05,0.58,,head4,1154.168,The tourist her favorite restaurant visited.,35,,
40,condition1,18.995,,4,gram,3.501,,,,0.81,The court case report mentioned the defendant's name,17.949,0.98,,gram2,1174.818,The report on the court case mentioned the defendant's name.,36,,
40,condition1,5.83,,4,CSC,4.086,,,,0.93,The critic dislikes the actor and who else?,9.048,0.84,,CSC2,1215.267,Who does the critic dislike the actor and?,37,,
40,condition1,10.276,,4,subj_island,1.336,,,,0.62,Did the collection impress the curators?,7.899,0.53,,subj1,1234.236,What did a collection of impress the curators?,38,,
40,condition1,4.428,,4,LBC,1.317,,,,0.85,How many books do you read in a year?,7.332,0.53,,LBC3,1253.752,How many do you read books in a year?,39,,
40,condition1,5.477,,4,agreement,1.268,,,,0.89,The performers were changed off stage by the public,13.683,0.63,,agr5,1266.835,The performer were chased off stage by the public.,40,,
40,condition1,6.546,,4,binding,2.118,,,,0.91,The gentleman accepted that the waitress disliked him,12.081,0.68,,bind4,1287.268,The gentleman accepted that the waitress disliked himself.,41,,
40,condition1,8.228,,4,subcat,1.918,,,,0.96,The bride insisted on this venue for her wedding,12.282,0.8,,sub4,1308.018,The bride insisted for this venue for her wedding.,42,,
40,condition1,9.127,,4,adj_island,5.819,,,,0.79,Did a student attend lecture because a teacher recommended it?,19.032,0.67,,adj1,1330.452,What did the student attend lecture because a professor recommended?,43,,
40,condition1,14.144,,4,ungram,4.649,,,,0.7,Do activists bride officials to say things?,9.618,0.47,,ungram2,1364.436,Do activists bribed claim officials the that the who ?,44,,
40,condition1,7.96,,5,gram,2.118,,,,0.94,Which actor does the brother like but the sister hates?,13.165,0.98,,gram3,1392.853,Which actor does the brother like and the sister hate?,45,,
40,condition1,4.712,,5,LBC,1.536,,,,0.86,How many pills do you take in a day?,6.482,0.6,,LBC2,1416.101,How many do you take pills in a day?,46,,
40,condition1,7.01,,5,adj_island,1.668,,,,0.62,Did the sculptor leave the room because his assistant insulted him?,25.049,0.34,,adj2,1428.836,What did the sculptor leave the room because the assistant insulted?,47,,
40,condition1,12.446,,5,binding,3.285,,,,0.9,The butler claimed that the widow repremanded herself,13.799,0.82,,bind3,1462.567,The butler claimed that the widow reprimanded himself.,48,,
40,condition1,6.694,,5,agreement,1.285,,,,0.9,The children were scared by the movie,7.682,0.66,,agr4,1492.102,The child were scared by the movie.,49,,
40,condition1,6.177,,5,CSC,2.252,,,,0.91,What else did the farmer harvest besides corn?,16.283,0.9,,CSC1,1507.769,What did the farmer harvest corn and?,50,,
40,condition1,6.628,,5,NPI,1.436,,,,0.69,The sky saw everything yesterday,5.965,0.74,,NPI1,1532.485,The spy saw anything yesterday.,51,,
40,condition1,18.827,,5,head_dir,2.717,,,,0.87,The kitten drank all the milk,6.949,0.44,,head2,1546.519,The kitten all of the milk drank.,52,,
40,condition1,4.431,,5,subcat,2.361,,,,0.86,The group decided on a restaurant for dinner,7.583,0.63,,sub2,1575.015,The group decided for a restaurant for dinner.,53,,
40,condition1,7.072,,5,subj_island,5.151,,,,0.64,What meal disgusted the diner?,6.248,0.4,,subj4,1589.392,What did a meal of disgust the diner?,54,,
40,condition1,18.512,,5,ungram,4.934,,,,0.25,What does the lead pianist believe he can practice?,31.982,0.35,,ungram5,1607.868,Lead pianist to what claim the does believe that can practice ?,55,,
75,condition1,5.104,0.99,practice,practice_good,6.418,,practice_good,,0.99,,33.712,,,,26.134,,0,0,
75,condition1,13.82,,practice,,4.218,,practice_mid,practice_mid,0.98,,13.051,,0.63,,71.373,,0,0,
75,condition1,18.772,,practice,,6.982,,practice_bad,practice_bad,0,,13.813,,0.02,,102.466,,0,0,
75,condition1,9.525,,1,binding,4.384,,,,0.66,The bride thinks the groom saw her.,8.692,0.72,,bind1,153.345,The bride thinks that the groom saw herself.,1,,
75,condition1,7.949,,1,gram,10.024,,,,0.99,The patient was aware that the receptionist did not like him.,10.167,0.97,,gram1,175.954,The patient knew that the receptionist disliked him.,2,,
75,condition1,7.264,,1,subcat,2.472,,,,0.74,The policeman relied on his instincts to capture the thief.,11.237,0.37,,sub1,204.1,The policeman relied for his instincts to catch the thief.,3,,
75,condition1,5.115,,1,LBC,3.944,,,,0.9,How many books did you read in a year?,6.123,0.39,,LBC3,225.079,How many do you read books in a year?,4,,
75,condition1,5.244,,1,agreement,3.807,,,,0.61,The performers were chased off the stage by the fans.,10.294,0.32,,agr5,240.263,The performer were chased off stage by the public.,5,,
75,condition1,11.412,,1,adj_island,3.514,,,,0.25,Did the sculptor leave the room because his assistant insulted him?,17.304,0.2,,adj2,259.613,What did the sculptor leave the room because the assistant insulted?,6,,
75,condition1,7.809,,1,CSC,1.722,,,,0.72,How else does the critic dislike besides the actor?,8.804,0.3,,CSC2,291.848,Who does the critic dislike the actor and?,7,,
75,condition1,4.257,,1,head_dir,4.205,,,,0.59,The boy plays video games every day.,6.706,0.09,,head3,310.186,The boy video games plays every day.,8,,
75,condition1,8.719,,1,ungram,3.641,,,,0.14,Do activists bribe the officials?,9.551,0,,ungram2,325.36,Do activists bribed claim officials the that the who ?,9,,
75,condition1,6.829,,1,subj_island,3.277,,,,0.18,What meal at the diner was disgusting?,7.473,0.1,,subj4,347.275,What did a meal of disgust the diner?,10,,
75,condition1,5.562,,1,NPI,2.069,,,,0.31,The patient did whatever he wanted on the hospital bed.,8.943,0.7,,NPI5,364.856,The patient did anything on the hospital bed.,11,,
75,condition1,6.172,,2,CSC,3.31,,,,0.75,Who else does the woman listen to besides the Beatles?,11.165,0.25,,CSC5,381.437,Who does the woman listen to the Beatles and?,12,,
75,condition1,6.712,,2,NPI,2.315,,,,0.45,The teacher wrote whatever she wanted on the whiteboard.,8.824,0.57,,NPI3,402.088,The teacher wrote anything on the whiteboard.,13,,
75,condition1,4.167,,2,LBC,2.489,,,,0.84,How many pills do you take a day?,6.029,0.21,,LBC2,419.943,How many do you take pills in a day?,14,,
75,condition1,5.297,,2,subj_island,7.784,,,,0.81,Did the gift please the recipient?,6.566,0.22,,subj3,432.632,What did a gift of please the recipient?,15,,
75,condition1,6.522,,2,gram,2.764,,,,0.99,"At work every day, the artist listens to music.",8.257,0.99,,gram5,452.283,The artist listens to music at work every day.,16,,
75,condition1,19.405,,2,ungram,2.882,,,,0.04,What does the lead pianist claim he can practice?,11.089,0.01,,ungram5,469.831,Lead pianist to what claim the does believe that can practice ?,17,,
75,condition1,5.059,,2,subcat,3.279,,,,0.83,The group chose a restaurant for dinner.,10.329,0.34,,sub2,503.212,The group decided for a restaurant for dinner.,18,,
75,condition1,4.579,,2,head_dir,3.569,,,,0.97,The kitten drank all the milk.,7.33,0.36,,head2,521.883,The kitten all of the milk drank.,19,,
75,condition1,8.627,,2,agreement,2.004,,,,0.96,The people at the restaurant devoured the burgers.,42.304,0.37,,agr3,537.363,The burger were devoured quickly by the diner.,20,,
75,condition1,5.487,,2,binding,2.678,,,,0.98,The butler claimed that the widow reprimanded him.,8.56,0.63,,bind3,590.302,The butler claimed that the widow reprimanded himself.,21,,
75,condition1,10.893,,2,adj_island,2.581,,,,0.62,Did the fugitive run away because her accomplice was recognized?,14.824,0.22,,adj4,607.03,What did the fugitive run away because her accomplice recognized?,22,,
75,condition1,5.068,,3,head_dir,2.464,,,,0.96,The children definitely ate the chocolate cake.,10.224,0.84,,head1,635.333,The child surely the chocolate cake ate.,23,,
75,condition1,6.309,,3,subcat,3.38,,,,0.98,The family compromised on where to go for vacation.,11.181,0.82,,sub5,653.093,The family compromised for where to go for vacation.,24,,
75,condition1,5.906,,3,NPI,3.815,,,,0.19,The spy saw something yesterday.,39.056,0.6,,NPI1,673.967,The spy saw anything yesterday.,25,,
75,condition1,10.346,,3,ungram,1.405,,,,0.3,"Special commander, does the spy that is initiated believe that?",13.595,0.08,,ungram3,722.748,Special commander does spy the initiated the what believe that ?,26,,
75,condition1,12.215,,3,adj_island,1.176,,,,0.51,What did the waiter use to set the table that the housewife praised?,13.48,0.25,,adj5,748.098,What did the waiter set the table because the housewife praised?,27,,
75,condition1,4.808,,3,agreement,1.832,,,,0.97,The students were reprimanded by the parents.,8.382,0.22,,agr2,774.973,The student were reprimanded by the parents.,28,,
75,condition1,5.198,,3,CSC,2.78,,,,0.95,What else did the boy purchase besides milk?,8.997,0.28,,CSC4,789.997,What did the boy purchase milk and?,29,,
75,condition1,5.195,,3,LBC,2.394,,,,0.97,How many dogs did they see at the park?,6.257,0.24,,LBC4,806.977,How many did they see dogs at the park?,30,,
75,condition1,6.024,,3,binding,1.911,,,,0.65,The mailman saw the actress greet him.,7.794,0.27,,bind5,820.828,The mailman saw that the actress greeted himself.,31,,
75,condition1,9.744,,3,subj_island,1.469,,,,0.23,What did the citizens exhibit anger about?,7.521,0.26,,subj5,836.563,What did an exhibit of anger the citizens?,32,,
75,condition1,5.684,,3,gram,2.013,,,,1,The cashier saw no one at the store.,7.442,0.99,,gram4,855.302,The cashier didn't see anyone at the store.,33,,
75,condition1,17.908,,4,subj_island,2.798,,,,0.85,What was the collection of that impressed the curators?,10.914,0.5,,subj1,870.446,What did a collection of impress the curators?,34,,
75,condition1,4.141,,4,head_dir,1.753,,,,0.85,The citizens voted on a new bill.,5.531,0.24,,head5,902.069,The citizens the new bill voted on.,35,,
75,condition1,4.009,,4,LBC,1.509,,,,0.95,How many cookies did you see in the jar?,6.242,0.15,,LBC1,913.499,How many did you see cookies in the jar?,36,,
75,condition1,6.03,,4,adj_island,3.103,,,,0.24,Did the chef do housework because the maid was injured?,8.453,0.22,,adj3,925.265,What did the chef do housework because the maid injured?,37,,
75,condition1,6.059,,4,binding,2.417,,,,0.95,The duchess heard that the king liked her.,7.506,0.64,,bind2,942.853,The duchess heard that the king liked herself.,38,,
75,condition1,4.028,,4,agreement,3.229,,,,0.95,The host invited the clowns to the party.,6.005,0.31,,agr1,958.839,The clown were invited to the party by the host.,39,,
75,condition1,5.031,,4,CSC,3.633,,,,0.91,What else did the captain bring besides a map?,7.74,0.25,,CSC3,972.105,What did the captain bring a map and?,40,,
75,condition1,6.34,,4,subcat,2.225,,,,0.96,The committee agreed on a budget for the park.,8.593,0.38,,sub3,988.514,The committee agreed for the budget for the park.,41,,
75,condition1,6.698,,4,gram,2.038,,,,0.99,Which actor does the brother like but the sister hates?,12.498,0.97,,gram3,1005.675,Which actor does the brother like and the sister hate?,42,,
75,condition1,11.528,,4,ungram,1.444,,,,0.19,Who does the detective believe was killed with poison?,9.949,0.02,,ungram4,1026.911,Believe the does killed claim that who detective the poison ?,43,,
75,condition1,7.212,,4,NPI,2.534,,,,0.3,The detective accused numerous people in his investigation.,24.33,0.29,,NPI4,1049.834,The detective accused anyone during his investigation.,44,,
75,condition1,5.401,,5,agreement,2.202,,,,0.97,The movie scared the children.,4.763,1,,agr4,1083.914,The child were scared by the movie.,45,,
75,condition1,4.463,,5,CSC,3.143,,,,0.98,"What else did the farmer harvest, besides corn?",13.707,0.31,,CSC1,1096.283,What did the farmer harvest corn and?,46,,
75,condition1,6.176,,5,adj_island,2.423,,,,0.99,Which lecture did the student attend because the professor recommended it?,13.476,0.27,,adj1,1117.6,What did the student attend lecture because a professor recommended?,47,,
75,condition1,5.789,,5,binding,2.084,,,,0.98,The gentlemen accepted that the waitress did not like him.,10.995,0.79,,bind4,1139.679,The gentleman accepted that the waitress disliked himself.,48,,
75,condition1,4.289,,5,subj_island,1.856,,,,0.98,What was the painting of that got stolen?,7.761,0.99,,subj2,1158.55,What did a painting of get stolen?,49,,
75,condition1,5.755,,5,head_dir,1.935,,,,0.98,The tourist visited her favorite restaurant.,8.454,0.33,,head4,1172.461,The tourist her favorite restaurant visited.,50,,
75,condition1,7.565,,5,ungram,2.685,,,,0.23,What does the mechanic believe that biofuel can power?,10.134,0.2,,ungram1,1188.61,Mechanic the that can power biofuel the does believe what ?,51,,
75,condition1,3.079,,5,subcat,3.018,,,,0.99,The bride insisted on this venue for her wedding.,8.146,0.99,,sub4,1208.998,The bride insisted for this venue for her wedding.,52,,
75,condition1,4.112,,5,LBC,1.579,,,,0.88,How many books did you fit in your locker?,10.583,0.26,,LBC5,1223.245,How many did you fit in your locker books?,53,,
75,condition1,6.197,,5,NPI,2.257,,,,0.62,The student liked any of the people in her class.,10.731,0.98,,NPI2,1239.524,The student liked anyone in her class.,54,,
75,condition1,3.942,,5,gram,1.657,,,,0.97,The defendants name was mentioned in the report of the court case.,11.569,0.96,,gram2,1258.712,The report on the court case mentioned the defendant's name.,55,,
145,condition1,9.302,0.91,practice,practice_good,213.653,,practice_good,,0.91,,34.137,,,,13.517,,0,0,
145,condition1,14.017,,practice,,4.795,,practice_mid,practice_mid,0.38,,8.916,,0.16,,270.613,,0,0,
145,condition1,8.441,,practice,,3.017,,practice_bad,practice_bad,0.22,,21.639,,0,,298.343,,0,0,
145,condition1,11.433,,1,binding,3.922,,,,0.21,The mailman saw that the actor greeted himself.,8.078,0.17,,bind5,339.289,The mailman saw that the actress greeted himself.,1,,
145,condition1,8.057,,1,agreement,3.539,,,,0.92,The performers were chased off the stage by the public,7.976,0.15,,agr5,362.725,The performer were chased off stage by the public.,2,,
145,condition1,4.729,,1,head_dir,1.561,,,,0.73,The kitten drank all of the milk.,6.028,0.14,,head2,382.299,The kitten all of the milk drank.,3,,
145,condition1,3.734,,1,LBC,1.398,,,,0.89,How many books do you read in a year?,5.824,0.13,,LBC3,394.619,How many do you read books in a year?,4,,
145,condition1,14.291,,1,gram,1.322,,,,0.9,The cashier did not see anyone at the store.,5.764,0.88,,gram4,405.577,The cashier didn't see anyone at the store.,5,,
145,condition1,7.986,,1,subj_island,2.586,,,,0.09,What angered the citizens?,4.448,0.12,,subj5,426.956,What did an exhibit of anger the citizens?,6,,
145,condition1,7.161,,1,ungram,5.064,,,,0.11,Do activists bribe criminals?,6.069,0.1,,ungram2,441.978,Do activists bribed claim officials the that the who ?,7,,
145,condition1,9.455,,1,CSC,2.402,,,,0.7,"What did the boy purchase? Millk, and?",14.342,0.09,,CSC4,460.274,What did the boy purchase milk and?,8,,
145,condition1,4.869,,1,NPI,1.422,,,,0.46,The spy didn't see anyhting yesterday.,6.926,0.12,,NPI1,486.475,The spy saw anything yesterday.,9,,
145,condition1,9.099,,1,adj_island,8.199,,,,0.16,Why did the sculptor leave the room?,6.369,0.2,,adj2,499.695,What did the sculptor leave the room because the assistant insulted?,10,,
145,condition1,13.794,,1,subcat,1.373,,,,0.57,The family had to compromise when deciding where to go for vacation.,8.2,0.45,,sub5,523.365,The family compromised for where to go for vacation.,11,,
145,condition1,17.855,,2,ungram,3.506,,,,0.2,Who did the detective claim killed the person with poison?,11.664,0.11,,ungram4,546.734,Believe the does killed claim that who detective the poison ?,12,,
145,condition1,7.423,,2,subcat,1.672,,,,0.85,The bribe chose this venue for her wedding.,6.63,0.9,,sub4,579.761,The bride insisted for this venue for her wedding.,13,,
145,condition1,4.142,,2,LBC,0.767,,,,0.75,How many books did you fit in your locker?,7.823,0.21,,LBC5,595.488,How many did you fit in your locker books?,14,,
145,condition1,6.145,,2,NPI,1.764,,,,0.61,The student liked everyone in their class.,9.505,0.16,,NPI2,608.222,The student liked anyone in her class.,15,,
145,condition1,9.838,,2,gram,2.612,,,,0.74,The report on the court case mentioned the defendents' case.,8.523,0.88,,gram2,625.638,The report on the court case mentioned the defendant's name.,16,,
145,condition1,16.021,,2,CSC,1.044,,,,0.66,Who does the critic dislike?,7.968,0.28,,CSC2,646.613,Who does the critic dislike the actor and?,17,,
145,condition1,2.824,,2,head_dir,1.502,,,,0.85,The boy plays video games every day.,6.92,0.23,,head3,671.648,The boy video games plays every day.,18,,
145,condition1,7.611,,2,agreement,2.075,,,,0.66,The burger was quickly devoured by the diner.,10.681,0.28,,agr3,682.896,The burger were devoured quickly by the diner.,19,,
145,condition1,5.007,,2,binding,1.45,,,,0.59,The gentleman accepted that the waitress disliked him.,11.005,0.26,,bind4,703.265,The gentleman accepted that the waitress disliked himself.,20,,
145,condition1,8.294,,2,adj_island,2.578,,,,0.52,Did the chef do housework because the maid was injured?,9.481,0.2,,adj3,720.729,What did the chef do housework because the maid injured?,21,,
145,condition1,5.477,,2,subj_island,1.19,,,,0.42,What collection impressed the curators?,6.681,0.22,,subj1,741.084,What did a collection of impress the curators?,22,,
145,condition1,3.178,,3,subcat,2.696,,,,0.87,The policeman relied on his instincts to catch the thief.,10.148,0.43,,sub1,754.434,The policeman relied for his instincts to catch the thief.,23,,
145,condition1,7.956,,3,subj_island,1.712,,,,0.3,Did the meal disgust the diner?,5.764,0.25,,subj4,770.458,What did a meal of disgust the diner?,24,,
145,condition1,4.177,,3,NPI,4.059,,,,0.67,The teacher wrote everything on the whiteboard.,7.82,0.3,,NPI3,785.892,The teacher wrote anything on the whiteboard.,25,,
145,condition1,4.342,,3,ungram,2.295,,,,0.11,The mechanic used biofuel.,7.368,0.01,,ungram1,801.95,Mechanic the that can power biofuel the does believe what ?,26,,
145,condition1,3.348,,3,CSC,1.766,,,,0.72,What did the captain bring?,4.491,0.47,,CSC3,815.958,What did the captain bring a map and?,27,,
145,condition1,3.959,,3,LBC,1.794,,,,0.8,How many cookies did you see in the jar?,8.059,0.44,,LBC1,825.565,How many did you see cookies in the jar?,28,,
145,condition1,4.175,,3,head_dir,1.727,,,,0.82,The tourist visited her favorite restaurant.,10.433,0.31,,head4,839.379,The tourist her favorite restaurant visited.,29,,
145,condition1,14.64,,3,adj_island,1.7,,,,0.23,What did the waiter set on the table?,7.251,0.05,,adj5,855.716,What did the waiter set the table because the housewife praised?,30,,
145,condition1,5.486,,3,binding,0.625,,,,0.66,The butler claimed that the widow reprimanded him.,6.527,0.38,,bind3,879.309,The butler claimed that the widow reprimanded himself.,31,,
145,condition1,4.31,,3,gram,1.861,,,,0.81,The patient knew that the receptionist disliked him.,10.732,0.89,,gram1,891.949,The patient knew that the receptionist disliked him.,32,,
145,condition1,2.273,,3,agreement,2.757,,,,0.79,The student was reprimanded by their parents.,6.912,0.6,,agr2,908.854,The student were reprimanded by the parents.,33,,
145,condition1,15.869,,4,adj_island,1.457,,,,0.25,Did the fugitive run away because her accomplice was recognized?,9.302,0.13,,adj4,920.799,What did the fugitive run away because her accomplice recognized?,34,,
145,condition1,14.735,,4,subj_island,1.121,,,,0.63,What painting got stolen?,4.036,0.29,,subj2,947.429,What did a painting of get stolen?,35,,
145,condition1,2.744,,4,CSC,1.822,,,,0.69,Who does the woman listen to?,5.589,0.29,,CSC5,967.323,Who does the woman listen to the Beatles and?,36,,
145,condition1,3.1,,4,gram,4.873,,,,0.71,The artist listens to music every day at work.,6.896,0.76,,gram5,977.48,The artist listens to music at work every day.,37,,
145,condition1,2.277,,4,agreement,1.665,,,,0.72,The child was scared by the movie.,6.686,0.37,,agr4,992.351,The child were scared by the movie.,38,,
145,condition1,2.902,,4,binding,0.789,,,,0.72,The bride thinks that the groom saw her.,5.825,0.39,,bind1,1002.981,The bride thinks that the groom saw herself.,39,,
145,condition1,6.725,,4,head_dir,1.015,,,,0.74,The child definitely ate the chocolate cake.,9.225,0.31,,head1,1012.499,The child surely the chocolate cake ate.,40,,
145,condition1,2.501,,4,subcat,2.05,,,,0.67,The committee agreed on the budget for the park.,7.773,0.75,,sub3,1029.466,The committee agreed for the budget for the park.,41,,
145,condition1,2.274,,4,LBC,1.249,,,,0.78,How many pills do you take in a day?,7.874,0.25,,LBC2,1041.792,How many do you take pills in a day?,42,,
145,condition1,4.099,,4,ungram,1.809,,,,0.13,Special commander believes the spy.,10.75,0.05,,ungram3,1053.192,Special commander does spy the initiated the what believe that ?,43,,
145,condition1,5.26,,4,NPI,2.45,,,,0.11,The detective accused someone during their investigation.,8.832,0.08,,NPI4,1069.852,The detective accused anyone during his investigation.,44,,
145,condition1,2.542,,5,agreement,1.253,,,,0.68,The clown was invited to the party by the host.,10.311,0.34,,agr1,1086.396,The clown were invited to the party by the host.,45,,
145,condition1,2.534,,5,binding,3.379,,,,0.69,The duchess heard that the king liked her.,5.993,0.3,,bind2,1100.504,The duchess heard that the king liked herself.,46,,
145,condition1,3.756,,5,NPI,1.527,,,,0.17,The patient did everything on the hospital bed.,8.975,0.03,,NPI5,1112.412,The patient did anything on the hospital bed.,47,,
145,condition1,2.789,,5,head_dir,1.717,,,,0.65,The citizens voted on the new bill.,5.868,0.25,,head5,1126.672,The citizens the new bill voted on.,48,,
145,condition1,5.829,,5,gram,1.044,,,,0.72,Which actor does the brother hate but the sister like?,10.893,0.63,,gram3,1137.048,Which actor does the brother like and the sister hate?,49,,
145,condition1,10.636,,5,subj_island,1.528,,,,0.37,What gift pleased the recipient?,6.11,0.21,,subj3,1154.816,What did a gift of please the recipient?,50,,
145,condition1,9.86,,5,ungram,1.165,,,,0.12,What pianist practices?,5.262,0.2,,ungram5,1173.092,Lead pianist to what claim the does believe that can practice ?,51,,
145,condition1,3.07,,5,subcat,10.096,,,,0.65,The group decided on a restaurant for dinner.,7.447,0.56,,sub2,1189.382,The group decided for a restaurant for dinner.,52,,
145,condition1,8.251,,5,adj_island,1.926,,,,0.46,Did a student attend lecture because their professor recommended it?,11.428,0.2,,adj1,1209.997,What did the student attend lecture because a professor recommended?,53,,
145,condition1,3.236,,5,LBC,0.619,,,,0.8,How many dogs did they see at the park?,6.074,0.33,,LBC4,1231.604,How many did they see dogs at the park?,54,,
145,condition1,2.363,,5,CSC,1.042,,,,0.71,What did the farmer harvest?,4.326,0.26,,CSC1,1241.536,What did the farmer harvest corn and?,55,,
138,condition1,5.888,1,practice,practice_good,4.601,,practice_good,,1,,116.751,,,,13.104,,0,0,
138,condition1,4.809,,practice,,7.449,,practice_mid,practice_mid,0.7,,10.353,,0.27,,140.35,,0,0,
138,condition1,29.145,,practice,,4.068,,practice_bad,practice_bad,0.3,,13.117,,0,,162.965,,0,0,
138,condition1,19.663,,1,agreement,3.164,,,,0.94,The child was scared by the movie.,6.334,0.25,,agr4,218.281,The child were scared by the movie.,1,,
138,condition1,9.351,,1,CSC,2.716,,,,0.64,What did the boy buy with the milk?,9.878,0.16,,CSC4,247.448,What did the boy purchase milk and?,2,,
138,condition1,4.314,,1,subcat,3.515,,,,0.74,The policeman relied on his instincts to catch the thief.,10.601,0.28,,sub1,269.396,The policeman relied for his instincts to catch the thief.,3,,
138,condition1,10.315,,1,binding,1.717,,,,0.15,The butler claimed the widow punished him.,11.449,0.22,,bind3,287.829,The butler claimed that the widow reprimanded himself.,4,,
138,condition1,7.965,,1,adj_island,2.467,,,,0.39,The assistant insulted the sculptor. What did the sculptor leave in the room?,30.115,0.14,,adj2,311.313,What did the sculptor leave the room because the assistant insulted?,5,,
138,condition1,8.415,,1,subj_island,1.984,,,,0.13,What gift would please the recipient?,11.482,0.13,,subj3,351.863,What did a gift of please the recipient?,6,,
138,condition1,8.48,,1,ungram,2.232,,,,0,The lead pianist practices.,12.035,0.06,,ungram5,373.747,Lead pianist to what claim the does believe that can practice ?,7,,
138,condition1,3.58,,1,head_dir,1.667,,,,0.83,The tourist visited her favorite restaurant.,7.717,0.26,,head4,396.497,The tourist her favorite restaurant visited.,8,,
138,condition1,5.73,,1,NPI,1.832,,,,0.23,"The teacher wrote ""anything"" on the whiteboard.",8.735,0.32,,NPI3,409.464,The teacher wrote anything on the whiteboard.,9,,
138,condition1,4.03,,1,gram,2.534,,,,1,The patient was aware that the receptionist didn't like him.,13.632,1,,gram1,425.765,The patient knew that the receptionist disliked him.,10,,
138,condition1,7.264,,1,LBC,3.834,,,,0.83,How many cookies did you see in the jar?,7.133,0.14,,LBC1,445.964,How many did you see cookies in the jar?,11,,
138,condition1,6.213,,2,subj_island,2.019,,,,0.13,What about the meal disgusted the diner?,13.567,0.13,,subj4,464.197,What did a meal of disgust the diner?,12,,
138,condition1,10.011,,2,ungram,3.482,,,,0.08,Does the mechanic believe biofuel can be power?,17.167,0,,ungram1,485.999,Mechanic the that can power biofuel the does believe what ?,13,,
138,condition1,4.554,,2,binding,2.43,,,,0.84,The gentleman accepted that the waitress disliked him.,12.416,0.22,,bind4,516.66,The gentleman accepted that the waitress disliked himself.,14,,
138,condition1,7.416,,2,adj_island,3.017,,,,0.13,"After the accomplice was recognized, the fugitive ran away.",36.114,0.11,,adj4,536.064,What did the fugitive run away because her accomplice recognized?,15,,
138,condition1,4.415,,2,CSC,2.418,,,,0.11,"Aside from the actor, who else does the critic dislike?",14.782,0.12,,CSC2,582.614,Who does the critic dislike the actor and?,16,,
138,condition1,6.18,,2,subcat,17.419,,,,0.8,The bride insisted on this venue for her wedding.,9.466,0.55,,sub4,604.232,The bride insisted for this venue for her wedding.,17,,
138,condition1,3.627,,2,NPI,3.417,,,,0.43,The student liked everyone in her class.,11.733,0.25,,NPI2,637.301,The student liked anyone in her class.,18,,
138,condition1,1.148,,2,agreement,2.232,,,,0.3,no,16.033,0.48,,agr2,656.081,The student were reprimanded by the parents.,19,,
138,condition1,1.414,,2,head_dir,1.434,,,,0.18,not comprehensible,5.799,0.33,,head5,675.498,The citizens the new bill voted on.,20,,
138,condition1,1.833,,2,LBC,1.419,,,,0.13,hard,3.363,0.22,,LBC5,684.148,How many did you fit in your locker books?,21,,
